Protein_IDs,Gene_names,Protein_names,3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
P51649,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",95395000,82449000,112900000,54974000,39888000,56048000
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,712830000,808630000,964980000,506830000,451400000,515210000
P51665,PSMD7,26S proteasome non-ATPase regulatory subunit 7,168030000,126240000,156230000,139450000,134290000,158510000
Q9Y2X8;P51668,UBE2D4;UBE2D1,Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1,12930000,13164000,13725000,13584000,16063000,0
P51674,GPM6A,Neuronal membrane glycoprotein M6-a,8475800,0,12939000,0,0,0
P51687,SUOX,"Sulfite oxidase, mitochondrial",5108800,4183900,5646100,1102300,1348900,1289800
P51688,SGSH,N-sulphoglucosamine sulphohydrolase,42696000,39641000,56621000,14246000,10694000,11591000
P51689,ARSD,Arylsulfatase D,0,0,0,0,0,249410
P51692;P42229,STAT5B;STAT5A,Signal transducer and activator of transcription 5B;Signal transducer and activator of transcription 5A,4894100,6084100,3929600,14641000,10578000,11344000
P51784,USP11,Ubiquitin carboxyl-terminal hydrolase 11,52266000,58011000,53634000,66884000,75859000,79187000
P51788,CLCN2,Chloride channel protein 2,0,0,0,0,0,0
P51790;P51795,CLCN3,H(+)/Cl(-) exchange transporter 3,9318600,8616600,9800000,5697700,5350000,7081900
P51797,CLCN6,Chloride transport protein 6,2082600,0,0,0,0,0
P51798,CLCN7,H(+)/Cl(-) exchange transporter 7,8099400,0,0,0,0,0
P51805,PLXNA3,Plexin-A3,5532300,4891500,5645500,3970900,5589600,4227200
P51808,DYNLT3,Dynein light chain Tctex-type 3,0,0,0,0,1648300,0
P51809,VAMP7,Vesicle-associated membrane protein 7,0,2853800,2715700,2060900,2242400,0
P51812;Q15349;Q9UK32;Q96GX5;O60307;Q6P0Q8,RPS6KA3,Ribosomal protein S6 kinase alpha-3,23417000,22927000,19938000,33430000,28010000,32126000
P51858,HDGF,Hepatoma-derived growth factor,365390000,385550000,406590000,363830000,335730000,352350000
P51888,PRELP,Prolargin,0,0,0,0,0,2443500
P51911,CNN1,Calponin-1,0,0,0,0,0,378150
P51946,CCNH,Cyclin-H,0,0,0,1498600,0,0
P51956,NEK3,Serine/threonine-protein kinase Nek3,0,0,0,0,0,2852400
P51957,NEK4,Serine/threonine-protein kinase Nek4,0,2325300,0,2694700,2760500,0
P51965,UBE2E1,Ubiquitin-conjugating enzyme E2 E1,0,0,0,0,8990100,0
P51970,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,43145000,49716000,52776000,43116000,33982000,41237000
P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,525160000,496260000,588700000,734120000,1008900000,781910000
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",1367900000,1155700000,1190200000,807080000,942610000,978790000
P52272,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,1340100000,1336300000,1713300000,2203800000,1994800000,2635200000
P52292,KPNA2,Importin subunit alpha-1,85199000,99858000,96690000,303790000,251330000,315520000
P52294,KPNA1,"Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed",46177000,52692000,39492000,75267000,73978000,64876000
P52298,NCBP2,Nuclear cap-binding protein subunit 2,0,0,0,0,6916700,0
P52306,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,116830000,94988000,75845000,82014000,89810000,74881000
P52429,DGKE,Diacylglycerol kinase epsilon,1410300,0,0,0,0,0
P52434,POLR2H,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",0,0,0,0,2773300,0
P52435;Q9H1A7;Q9GZM3,POLR2J;POLR2J3;POLR2J2,DNA-directed RNA polymerase II subunit RPB11-a;DNA-directed RNA polymerase II subunit RPB11-b2;DNA-directed RNA polymerase II subunit RPB11-b1,7195500,9529400,8200900,14324000,11816000,13978000
P52564;P46734,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6,24520000,25678000,21762000,82081000,80502000,73871000
P52565,ARHGDIA,Rho GDP-dissociation inhibitor 1,445400000,672970000,307420000,300940000,429940000,268000000
P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,43961000,49899000,43668000,28619000,32801000,28655000
P52597,HNRNPF,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",178930000,229440000,173200000,221790000,192530000,252210000
P52630,STAT2,Signal transducer and activator of transcription 2,15066000,15694000,11249000,10879000,9392700,7523400
P52655,GTF2A1,Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain,1344000,0,0,0,0,0
P52701,MSH6,DNA mismatch repair protein Msh6,39460000,46685000,40598000,199200000,201340000,180570000
P52732,KIF11,Kinesin-like protein KIF11,25299000,32732000,30490000,78484000,82406000,74456000
P52735,VAV2,Guanine nucleotide exchange factor VAV2,43274000,45278000,42492000,41410000,41756000,38935000
P52747;P36508,ZNF143;ZNF76,Zinc finger protein 143;Zinc finger protein 76,0,0,0,0,1850200,0
P52756,RBM5,RNA-binding protein 5,3379900,4067600,4436000,5978500,4959300,6258400
P52758,HRSP12,Ribonuclease UK114,40312000,24966000,31020000,25456000,24396000,18161000
P52788,SMS,Spermine synthase,59495000,75639000,57213000,142840000,148600000,143340000
P52789;P52790,HK2,Hexokinase-2,23765000,25974000,27191000,41126000,44403000,38402000
P52799,EFNB2,Ephrin-B2,13204000,10168000,13719000,4719600,0,0
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial",90838000,112350000,115010000,146630000,148450000,119130000
P52888,THOP1,Thimet oligopeptidase,53652000,62208000,58364000,43817000,45395000,44267000
P52895,AKR1C2,Aldo-keto reductase family 1 member C2,12272000,12193000,13136000,24268000,29036000,27429000
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,199480000,214300000,193810000,269000000,282630000,253520000
P52926,HMGA2,High mobility group protein HMGI-C,0,0,2767800,5482500,2489800,9821500
P52943,CRIP2,Cysteine-rich protein 2,870800000,826620000,681110000,288300000,287500000,285750000
P52948,NUP98,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,67320000,71737000,76036000,109010000,99973000,119410000
P53004,BLVRA,Biliverdin reductase A,86781000,71775000,70196000,42898000,42836000,40066000
P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",117870000,133550000,159620000,122850000,96721000,136620000
P53041,PPP5C,Serine/threonine-protein phosphatase 5,66101000,63961000,53915000,64170000,81092000,67578000
P53350,PLK1,Serine/threonine-protein kinase PLK1,0,0,0,5638400,6037600,4244100
P53365,ARFIP2,Arfaptin-2,7963000,8598700,6933000,0,0,4972200
P53367,ARFIP1,Arfaptin-1,19644000,23395000,21418000,31128000,35124000,23747000
P53384,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,10023000,9928200,8780700,10650000,8151600,10187000
P53396,ACLY,ATP-citrate synthase,227450000,204640000,190730000,404370000,397390000,382620000
P53582,METAP1,Methionine aminopeptidase 1,24977000,21522000,20266000,59637000,58682000,57967000
P53597,SUCLG1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",107240000,97969000,140760000,91334000,88003000,97013000
P53602,MVD,Diphosphomevalonate decarboxylase,43206000,50507000,37563000,53216000,48994000,42127000
P53609,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,3700300,3416400,2233600,3528300,2833600,3361600
P53611,RABGGTB,Geranylgeranyl transferase type-2 subunit beta,21388000,28314000,27107000,24934000,17004000,28783000
P53618,COPB1,Coatomer subunit beta,297560000,306390000,254050000,277750000,302030000,256080000
P53621,COPA,Coatomer subunit alpha;Xenin;Proxenin,492940000,438150000,481060000,430860000,390050000,362690000
P53634,CTSC,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,47987000,58508000,56410000,63145000,78155000,79994000
P53667,LIMK1,LIM domain kinase 1,0,0,0,0,0,696550
P53671,LIMK2,LIM domain kinase 2,0,0,0,0,0,2217400
P53674,CRYBB1,Beta-crystallin B1,0,0,0,35952000,32407000,15923000
P53675,CLTCL1,Clathrin heavy chain 2,0,0,4630900,0,0,0
P53677,AP3M2,AP-3 complex subunit mu-2,4905000,5556300,3841300,0,0,0
P53680,AP2S1,AP-2 complex subunit sigma,24547000,28343000,29387000,20329000,16155000,14838000
P53701,HCCS,Cytochrome c-type heme lyase,6273200,6979000,7367300,15088000,15584000,13644000
P53779,MAPK10,Mitogen-activated protein kinase 10,4974800,4221500,4749100,4995100,4272300,0
P53801,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein,0,24025000,11721000,23599000,26745000,14805000
P53803,POLR2K,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",4264000,0,0,0,0,0
P53805;Q9UKA8,RCAN1,Calcipressin-1,0,0,0,1461800,2257000,2107400
P53985,SLC16A1,Monocarboxylate transporter 1,36941000,30974000,41565000,36403000,23595000,27294000
P53990,IST1,IST1 homolog,47154000,55015000,46425000,71729000,57484000,62089000
P53992,SEC24C,Protein transport protein Sec24C,151050000,137140000,134490000,112600000,102670000,110900000
P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,233050000,267460000,320000000,319650000,363510000,297230000
P54098,POLG,DNA polymerase subunit gamma-1,3487400,0,0,3348300,0,3928800
P54105,CLNS1A,Methylosome subunit pICln,23034000,15801000,27286000,28717000,31862000,33339000
P54132,BLM,Bloom syndrome protein,0,0,0,16982000,13117000,0
P54136,RARS,"Arginine--tRNA ligase, cytoplasmic",456070000,458010000,388120000,444940000,475290000,474650000
P54198,HIRA,Protein HIRA,2567100,2956200,2553500,2921200,3814100,3629000
P54252;Q9H3M9,ATXN3,Ataxin-3,0,0,5070700,13437000,14644000,11437000
P54253,ATXN1,Ataxin-1,1746500,1881300,1719200,0,0,0
P54274,TERF1,Telomeric repeat-binding factor 1,0,0,0,0,0,1009100
P54277,PMS1,PMS1 protein homolog 1,0,0,0,3074300,6534700,3199100
P54278,PMS2,Mismatch repair endonuclease PMS2,2524400,2441000,2983500,3642600,3652800,4325000
P54289,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1,4610300,3055500,3374400,0,0,2704800
P54577,YARS,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",652160000,515580000,550160000,724370000,678480000,733970000
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,208140000,197610000,142580000,211650000,226560000,190430000
P54619;Q9UGJ0,PRKAG1,5-AMP-activated protein kinase subunit gamma-1,12776000,15210000,13135000,9169000,12081000,10954000
P54646,PRKAA2,5-AMP-activated protein kinase catalytic subunit alpha-2,0,0,0,0,2048900,0
P54652,HSPA2,Heat shock-related 70 kDa protein 2,23998000,24058000,21609000,63062000,61588000,40904000
P54687,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",111470000,97786000,68320000,123340000,131960000,111800000
P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,95197000,84634000,88891000,109960000,84852000,86610000
P54725,RAD23A,UV excision repair protein RAD23 homolog A,4636600,0,0,0,0,0
P54727,RAD23B,UV excision repair protein RAD23 homolog B,124970000,95759000,127410000,90984000,80395000,98795000
P54750,PDE1A,"Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1A",11564000,9500900,7802200,2185700,2344600,0
P54753,EPHB3,Ephrin type-B receptor 3,0,0,0,2010500,2730700,1929700
P54764,EPHA4,Ephrin type-A receptor 4,0,0,0,1792700,1833500,2098000
P54802,NAGLU,Alpha-N-acetylglucosaminidase;Alpha-N-acetylglucosaminidase 82 kDa form;Alpha-N-acetylglucosaminidase 77 kDa form,25751000,18601000,29798000,8281200,5158800,4734200
P54803,GALC,Galactocerebrosidase,6612100,3907500,5746900,5623700,4725300,5208600
P54819,AK2,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",108640000,123950000,134390000,136260000,133590000,128810000
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,329440000,315810000,365640000,447790000,428430000,467900000
P54920,NAPA,Alpha-soluble NSF attachment protein,116250000,113760000,105760000,108600000,125730000,115460000
P55001,MFAP2,Microfibrillar-associated protein 2,3113800,2289600,4374100,7964300,5204400,11629000
P55010,EIF5,Eukaryotic translation initiation factor 5,199350000,218560000,166840000,262380000,308000000,235610000
P55011,SLC12A2,Solute carrier family 12 member 2,91228000,81839000,100590000,43856000,42349000,44875000
P55036,PSMD4,26S proteasome non-ATPase regulatory subunit 4,191020000,139450000,156980000,97266000,110760000,111420000
P55039,DRG2,Developmentally-regulated GTP-binding protein 2,27963000,23654000,15902000,24801000,27994000,18657000
P55042,RRAD,GTP-binding protein RAD,0,0,0,0,0,3078100
P55058,PLTP,Phospholipid transfer protein,0,3158500,0,0,0,0
P55060,CSE1L,Exportin-2,2149700000,2165400000,1790100000,4324400000,4473100000,4611200000
P55061,TMBIM6,Bax inhibitor 1,0,0,0,11895000,0,11534000
P55072,VCP,Transitional endoplasmic reticulum ATPase,3433600000,2871900000,2973600000,2559700000,2849200000,2331100000
P55075;O60258,FGF8,Fibroblast growth factor 8,11676000,6222600,11512000,14035000,15602000,12366000
P55081,MFAP1,Microfibrillar-associated protein 1,11408000,9404400,8866700,14487000,14379000,15882000
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",645760000,680440000,803100000,355860000,401380000,398280000
P55107,GDF10,Growth/differentiation factor 10,0,3730500,0,0,0,0
P55145,MANF,Mesencephalic astrocyte-derived neurotrophic factor,295110000,369720000,409660000,198800000,194360000,192860000
P55157,MTTP,Microsomal triglyceride transfer protein large subunit,23272000,25916000,26806000,46904000,42523000,43754000
P55196,MLLT4,Afadin,48509000,49491000,41057000,69316000,76258000,76119000
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,875800000,725670000,516640000,1245400000,1589900000,1410100000
P55210,CASP7,Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11,1394500,0,0,0,0,0
P55212,CASP6,Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11,4952800,4247500,4066100,6507800,4765500,3839100
P55263,ADK,Adenosine kinase,141110000,135800000,141190000,124520000,138410000,125060000
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase,186590000,181860000,178790000,280500000,248820000,257630000
P55268,LAMB2,Laminin subunit beta-2,4504500,3721700,5403600,4354500,5753200,5877400
P55285,CDH6,Cadherin-6,7337300,6487000,6743100,0,0,0
P55287,CDH11,Cadherin-11,3094200,2894700,3223200,0,0,0
P55318;P55317,FOXA3;FOXA1,Hepatocyte nuclear factor 3-gamma;Hepatocyte nuclear factor 3-alpha,0,0,1144300,0,0,0
P55327,TPD52,Tumor protein D52,14844000,14327000,19568000,41278000,55924000,34897000
P55345,PRMT2,Protein arginine N-methyltransferase 2,2121200,1286400,1683500,1354600,1288500,0
P55735,SEC13,Protein SEC13 homolog,96446000,88224000,94682000,59861000,71910000,67445000
P55769,NHP2L1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",171650000,187440000,231930000,430080000,373340000,429440000
P55786;A6NEC2,NPEPPS,Puromycin-sensitive aminopeptidase,635130000,503940000,531450000,370400000,389460000,335700000
P55789,GFER,FAD-linked sulfhydryl oxidase ALR,5125200,0,6151600,0,0,0
P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,133180000,201470000,160390000,180850000,203580000,172770000
P55809;Q9BYC2,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",209130000,191450000,247980000,167730000,184130000,172370000
P55884,EIF3B,Eukaryotic translation initiation factor 3 subunit B,195840000,210250000,193500000,227240000,237140000,223020000
P56134,ATP5J2,"ATP synthase subunit f, mitochondrial",108000000,105430000,109060000,125780000,125550000,97565000
P56159,GFRA1,GDNF family receptor alpha-1,6047800,5099400,5152800,0,0,0
P56181,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",9191100,9103600,11741000,0,0,5556900
P56182,RRP1,Ribosomal RNA processing protein 1 homolog A,10948000,14583000,11105000,38256000,32126000,32168000
P56192,MARS,"Methionine--tRNA ligase, cytoplasmic",329250000,291330000,306210000,345690000,334070000,310760000
P56211,ARPP19,cAMP-regulated phosphoprotein 19,28053000,25402000,32342000,21299000,19697000,20987000
P56270,MAZ,Myc-associated zinc finger protein,1944200,1744600,2042400,6205400,5800800,3770600
P56373,P2RX3,P2X purinoceptor 3,0,0,0,24310000,18287000,20217000
P56377,AP1S2,AP-1 complex subunit sigma-2,13172000,9735100,9396000,0,0,0
P56378,MP68,6.8 kDa mitochondrial proteolipid,25556000,29131000,31545000,36534000,29243000,35347000
Q5VTU8;P56381,ATP5EP2;ATP5E,"ATP synthase subunit epsilon-like protein, mitochondrial;ATP synthase subunit epsilon, mitochondrial",0,0,32925000,0,0,0
P56385,ATP5I,"ATP synthase subunit e, mitochondrial",204090000,216330000,175940000,263720000,241380000,158330000
P56537,EIF6,Eukaryotic translation initiation factor 6,52550000,54591000,53595000,67473000,72239000,50006000
P56545,CTBP2,C-terminal-binding protein 2,47123000,51241000,43133000,54528000,64390000,68023000
P56556,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,37363000,37808000,55008000,30552000,31816000,28988000
P56559,ARL4C,ADP-ribosylation factor-like protein 4C,3186400,3380000,2699600,3875500,0,0
P56589,PEX3,Peroxisomal biogenesis factor 3,1596400,0,0,0,0,0
P56705,WNT4,Protein Wnt-4,0,0,1520900,0,0,0
P56706,WNT7B,Protein Wnt-7b,3843600,0,7215700,19161000,18834000,30417000
P56730,PRSS12,Neurotrypsin,2261800,3119900,2445500,11661000,15132000,8726000
P56937,HSD17B7,3-keto-steroid reductase,5076800,4428800,5989700,3665300,4608900,5745800
P56945,BCAR1,Breast cancer anti-estrogen resistance protein 1,0,0,0,0,0,1481100
P56962,STX17,Syntaxin-17,9229300,10370000,10483000,10248000,8821800,7659100
P57076,C21orf59,UPF0769 protein C21orf59,10182000,0,0,11120000,14299000,11338000
P57081,WDR4,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,0,0,0,0,0,3149100
P57087,JAM2,Junctional adhesion molecule B,28345000,34146000,40064000,9463300,11438000,9257600
P57088,TMEM33,Transmembrane protein 33,4577300,4253900,5768600,5605600,3750500,6516800
P57105,SYNJ2BP,Synaptojanin-2-binding protein,10045000,14722000,14219000,10579000,11814000,7096200
